145.92,34.239,255.14,255.14,255.14,255.14,25.514,78,255.14,18.48,1,1,78,0,0
209.58,34.08,241.66,241.66,241.66,241.66,24.166,78,241.66,18.66,1,1,78,0,0
308.52,33.72,201.51,201.51,201.51,201.51,20.151,78,201.51,18.84,1,1,78,0,0
323.22,33.302,142.5,142.5,142.5,142.5,14.25,78,142.5,19.02,1,1,78,0,0
291.54,32.84,130.33,130.33,130.33,130.33,13.033,78,130.33,19.21,1,1,78,0,0
256.44,32.54,121,121,121,121,12.1,78,121,18.99,1,1,78,0,0
151.2,32.32,132.27,132.27,132.27,132.27,13.227,78,132.27,18.77,1,1,78,0,0
290.4,32.321,110.52,110.52,110.52,110.52,11.052,78,110.52,18.56,1,1,78,0,0
406.86,32.18,103.58,103.58,103.58,103.58,10.358,78,103.58,18.34,1,1,78,0,0
382.86,31.974,97.816,97.816,97.816,97.816,9.7816,78,97.816,18.09,1,1,78,0,0
399.24,31.828,90.398,90.398,90.398,90.398,9.0398,78,90.398,17.84,1,1,77,0,0
190.14,31.716,83.643,83.643,83.643,83.643,8.3643,78,83.643,17.59,1,1,77,0,0
384.9,31.554,84.609,84.609,84.609,84.609,8.4609,78,84.609,17.43,1,1,77,0,0
409.2,31.472,74.313,74.313,74.313,74.313,7.4313,78,74.313,17.52,1,1,77,0,0
428.58,31.298,64.177,64.177,64.177,64.177,6.4177,78,64.177,17.62,0,1,77,0,0
357.9,31.196,57.601,57.601,57.601,57.601,5.7601,78,57.601,17.72,0,1,77,0,0
185.16,31.059,31.553,31.553,31.553,31.553,3.1553,78,31.553,17.81,0,1,77,0,0.1
349.92,30.974,0,0,0,0,0,78,0,17.95,0,1,77,0,0
382.14,30.902,0,0,0,0,0,78,0,18.09,0,1,77,0,0
421.26,30.84,0,0,0,0,0,78,0,18.22,0,1,77,0,0
426,30.72,0,0,0,0,0,78,0,18.36,0,1,77,0,0
182.46,30.6,0,0,0,0,0,78,0,18.15,0,1,77,0,0
286.02,30.551,0,0,0,0,0,78,0,17.95,0,0,77,0,0
358.38,30.42,0,0,0,0,0,78,0,17.74,0,0,77,0,0
409.14,30.3,0,0,0,0,0,78,0,17.54,0,0,77,0,0
199.14,30.281,0,0,0,0,0,78,0,17.83,0,0,77,0,0
222,30.16,0,0,0,0,0,78,0,18.11,0,0,77,0,0
384.24,29.96,0,0,0,0,0,78,0,18.4,0,0,77,0,0
315.78,29.831,0,0,0,0,0,78,0,18.68,0,0,77,0,0
148.02,29.712,0,0,0,0,0,78,0,18.44,0,0,77,0,0
334.5,29.589,0,0,0,0,0,78,0,18.21,0,0,77,0,0
362.22,29.398,0,0,0,0,0,78,0,17.97,0,0,77,0,0
285.6,29.227,0,0,0,0,0,78,0,17.73,0,0,77,0,0
174.66,29.172,0,0,0,0,0,78,0,18.08,0,0,77,0,0
230.64,29.086,0,0,0,0,0,78,0,18.43,0,0,77,0,0
440.34,28.955,0,0,0,0,0,78,0,18.78,0,0,77,0,0
532.64,28.9,0,0,0,0,0,78,0,19.17,0,1,77,0,0
374.36,28.786,0,0,0,0,0,78,0,18.91,0,1,77,0,0
491.78,28.7,0,0,0,0,0,78,0,18.64,0,1,77,0,0
581,28.673,0,0,0,0,0,78,0,18.38,0,1,77,0,0
620,28.544,0,0,0,0,0,78,0,18.11,0,1,77,0,0
499.94,28.423,0,0,0,0,0,78,0,18.42,0,1,77,0,0
472.22,28.383,0,0,0,0,0,78,0,18.73,0,1,77,0,0
598.94,28.231,0,0,0,0,0,78,0,19.04,0,1,77,0,0.3
429.74,28.13,0,0,0,0,0,78,0,19.34,0,1,77,0,0.7
377.12,28,0,0,0,0,0,78,0,19.11,0,1,77,0,0.8
487.34,28,0,0,0,0,0,78,0,18.88,1,1,77,0,0.8
605.72,27.899,0,0,0,0,0,78,0,18.66,1,1,77,0,0.8
252.36,27.848,0,0,0,0,0,78,0,18.36,1,1,77,0,0.1
146.34,27.72,0,0,0,0,0,78,0,18.4,1,1,77,0,0
248.88,27.671,0,0,0,0,0,78,0,18.44,1,1,77,0,0
384.36,27.598,0,0,0,0,0,78,0,18.48,1,1,77,0,0
234.12,27.52,0,0,0,0,0,78,0,18.52,1,1,77,0,0
171.12,27.471,0,0,0,0,0,78,0,18.41,1,1,77,0,0
228.66,27.401,0,0,0,0,0,78,0,18.3,0,1,77,0,0
346.98,27.32,0,0,0,0,0,78,0,18.2,0,1,77,0,0
274.14,27.22,0,0,0,0,0,78,0,18.09,0,1,77,0,0
190.8,27.12,0,0,0,0,0,78,0,18.32,0,1,77,0,0
222.18,27.041,0,0,0,0,0,78,0,18.56,0,1,77,0,0
390.84,26.981,0,0,0,0,0,78,0,18.79,0,1,77,0,0
210.06,26.9,0,0,0,0,0,78,0,19.01,1,1,77,0,0
237.24,26.801,0,0,0,0,0,78,0,19.05,1,1,77,0,0
247.26,26.656,0,0,0,0,0,78,0,19.08,1,1,77,0,0
381.36,26.674,0,0,0,0,0,78,0,19.12,1,1,77,0,0
197.04,26.598,0,0,0,0,0,78,0,19.15,1,1,77,0,0
422.52,26.478,0,0,0,0,0,78,0,19.06,1,1,77,0,0
247.5,26.314,0,0,0,0,0,78,0,18.98,1,1,77,0,0
374.4,26.238,0,0,0,0,0,78,0,18.89,1,1,77,0,0
270.3,26.104,0,0,0,0,0,78,0,18.8,1,0,77,0,0
142.98,26.055,0,0,0,0,0,78,0,18.72,1,0,77,0,0
194.1,25.923,0,0,0,0,0,78,0,18.64,1,0,77,0,0
258.3,25.9,0,0,0,0,0,78,0,18.56,1,0,77,0,0
343.02,25.872,0,0,0,0,0,77,0,18.44,1,0,77,0.15,0
138.12,25.812,0,0,0,0,0,77,0,18.5,1,0,77,0.25,0
174.24,25.689,0,0,0,0,0,77,0,18.55,1,0,77,0.25,0
189.6,25.673,0,0,0,0,0,77,0,18.6,1,0,77,0.1,0
344.7,25.6,0,0,0,0,0,77,0,18.65,1,0,77,0,0
230.46,25.6,0,0,0,0,0,77,0,18.6,1,0,77,0,0
171.12,25.464,0,0,0,0,0,77,0,18.54,1,0,77,0,0
154.98,25.42,0,0,0,0,0,77,0,18.48,1,0,77,0,0
211.98,25.382,0,0,0,0,0,77,0,18.43,1,0,77,0,0
343.32,25.3,0,0,0,0,0,77,0,18.39,1,0,77,0,0
262.2,25.103,0,0,0,0,0,77,0,18.34,1,0,77,0,0
199.08,25.203,201.3,201.3,201.3,201.3,201.3,77,201.3,18.3,1,0,77,0,0
329.82,25.291,0,0,0,0,0,77,0,18.46,1,0,77,0,0
389.16,25.1,0,0,0,0,0,77,0,18.58,1,0,77,0,0
476.88,25.1,0,0,0,0,0,77,0,18.7,1,0,77,0,0
407.58,25.03,0,0,0,0,0,77,0,18.83,1,0,77,0,0
318,24.98,0,0,0,0,0,77,0,18.95,1,1,77,0,0
351.66,24.871,0,0,0,0,0,77,0,19.25,1,1,77,0,0
345.84,24.8,0,0,0,0,0,77,0,19.54,1,1,77,0,0
451.44,24.8,0,0,0,0,0,77,0,19.84,1,1,77,0.25,0
373.38,24.74,0,0,0,0,0,77,0,20.14,1,1,77,0.35,0
288.84,24.7,0,0,0,0,0,77,0,19.92,1,1,77,0.25,0
343.98,24.62,0,0,0,0,0,77,0,19.69,1,1,77,0,0
327.6,24.547,0,0,0,0,0,77,0,19.47,0,1,77,0,0
315.96,24.501,0,0,0,0,0,77,0,19.64,0,1,77,0,0
465.48,24.46,0,0,0,0,0,77,0,20.44,0,1,77,0,0
350.46,24.4,0,0,0,0,0,77,0,21.23,0,1,77,0,0
302.64,24.393,0,0,0,0,0,77,0,22.03,0,1,77,0,0
364.02,24.294,0,0,0,0,0,77,0,22.82,0,1,77,0,0
303.06,24.204,0,0,0,0,0,77,0,23.13,0,1,77,0,0
398.22,24.18,0,0,0,0,0,77,0,23.43,0,1,77,0,0
413.1,24.1,0,0,0,0,0,77,0,23.74,0,1,77,0,0.25
346.92,24.1,0,0,0,0,0,77,0,24.05,0,1,77,0,0.35
358.02,24.1,0,0,0,0,0,77,0,24.54,0,1,77,0,0.05
326.1,24.1,0,0,0,0,0,77,0,25.02,0,1,77,0,0
339.54,24.08,0,0,0,0,0,77,0,25.51,0,1,77,0,0
563.8,24,0,0,0,0,0,77,0,25.02,1,1,77,0,0
752.92,24,0,0,0,0,0,77,0,24.84,1,1,77,0,0
630.94,24,0,0,0,0,0,77,0,24.66,1,1,77,0,0
610.9,24,0,0,0,0,0,77,0,24.48,1,1,77,0,0
551.56,24,0,0,0,0,0,77,0,24.3,1,1,77,0,0
537.82,23.96,0,0,0,0,0,77,0,23.79,1,1,80,0,0
541.3,24,0,0,0,0,0,77,0,23.29,1,1,80,0,0
533.98,23.96,0,0,0,0,0,77,0,22.78,1,1,80,0,0
616.9,23.901,0,0,0,0,0,77,0,22.28,1,1,80,0,0
651.7,23.916,0,0,0,0,0,77,0,21.86,1,1,80,0,0
532.3,23.943,0,0,0,0,0,77,0,21.43,1,1,80,0,0
514.42,23.942,0,0,0,0,0,77,0,21.01,1,1,80,0,0
426.9,23.948,0,0,0,0,0,77,0,20.91,1,1,80,0,0
468.72,23.987,0,0,0,0,0,77,0,20.9,1,1,80,0,0
408.12,23.903,0,0,0,0,0,77,0,20.89,1,1,80,0,0
435.96,23.912,0,0,0,0,0,77,0,20.88,1,1,80,0,0
470.7,23.808,0,0,0,0,0,77,0,20.87,1,1,80,0,0
553.86,23.8,0,0,0,0,0,77,0,20.81,1,1,80,0,0
434.76,23.76,0,0,0,0,0,77,0,20.76,1,1,80,0,0
409.5,23.8,0,0,0,0,0,77,0,20.7,1,1,80,0,0
401.94,23.761,0,0,0,0,0,77,0,20.64,1,1,80,0,0
392.34,23.8,0,0,0,0,0,77,0,20.32,1,1,80,0,0
434.76,23.78,0,0,0,0,0,77,0,20,1,1,80,0,0
433.56,23.7,0,0,0,0,0,77,0,19.68,1,1,80,0,0
397.44,23.72,0,0,0,0,0,77,0,19.36,1,1,80,0,0
573.12,23.78,0,0,0,0,0,77,0,19.41,1,1,80,0,0
369.96,23.7,0,0,0,0,0,77,0,19.46,1,1,80,0,0
394.98,23.7,0,0,0,0,0,77,0,19.51,1,1,80,0,0
407.94,23.7,0,0,0,0,0,77,0,19.56,1,1,80,0,0
415.14,23.66,0,0,0,0,0,77,0,19.34,1,1,80,0,0
365.46,23.6,0,0,0,0,0,77,0,19.11,1,1,80,0,0
365.58,23.6,0,0,0,0,0,77,0,18.88,1,1,80,0,0
391.02,23.6,0,0,0,0,0,77,0,18.65,1,1,80,0,0
400.62,23.6,0,0,0,0,0,77,0,18.76,1,1,80,0,0
417.84,23.6,0,0,0,0,0,77,0,18.86,1,1,80,0,0
366,23.6,0,0,0,0,0,77,0,18.97,1,1,80,0,0
366,23.6,0,0,0,0,0,77,0,19.13,1,1,80,0,0
394.86,23.6,0,0,0,0,0,77,0,19.06,1,1,80,0,0
417.96,23.6,0,0,0,0,0,77,0,19,1,1,80,0,0
436.38,23.618,0,0,0,0,0,77,0,18.94,1,1,80,0,0
413.82,23.693,0,0,0,0,0,77,0,18.87,1,1,80,0,0
570.24,23.708,0,0,0,0,0,77,0,18.53,1,1,80,0,0
392.64,23.82,0,0,0,0,0,77,0,18.18,1,1,80,0,0
431.34,23.854,0,0,0,0,0,77,0,17.83,1,1,80,0,0
435.96,23.98,10.701,10.701,10.701,10.701,10.701,77,10.701,17.49,1,1,80,0,0
391.44,24.06,70.746,70.746,70.746,70.746,70.746,77,70.746,17.61,1,1,80,0,0.1
417.54,24.16,72.384,72.384,72.384,72.384,72.384,77,72.384,17.73,1,1,80,0,0.22
386.22,24.185,72.775,72.775,72.775,72.775,72.775,77,72.775,17.85,1,1,80,0,0.32
117.06,24.1,73.9,73.9,73.9,73.9,73.9,80,73.9,17.84,1,1,80,0,0
94.5,24.1,75.1,75.1,75.1,75.1,75.1,80,75.1,17.63,1,1,80,0,0
91.86,24.1,80.535,80.535,80.535,80.535,80.535,80,80.535,17.42,1,1,80,0,0
65.82,24.14,89.67,89.67,89.67,89.67,89.67,80,89.67,17.22,1,1,80,0,0
66.9,24.213,78.574,78.574,78.574,78.574,78.574,80,78.574,17.01,1,1,80,0,0
131.76,24.295,125.09,125.09,125.09,125.09,125.09,80,125.09,16.8,1,1,80,0,0
105.12,24.379,201.17,201.17,201.17,201.17,201.17,80,201.17,16.59,1,1,80,0,0
94.26,24.54,303.22,303.22,303.22,303.22,303.22,80,303.22,16.38,1,1,80,0,0
65.52,24.94,354.39,354.39,354.39,354.39,354.39,80,354.39,16.16,1,1,80,0,0
65.88,25.06,265.11,265.11,265.11,265.11,265.11,80,265.11,16.14,1,1,80,0,0
134.52,25.14,303.7,303.7,303.7,303.7,303.7,80,303.7,16.11,1,1,80,0,0
185.34,25.38,412.01,412.01,412.01,412.01,412.01,80,412.01,16.09,1,1,76,0,0
249.52,25.6,372.62,372.62,372.62,372.62,372.62,80,372.62,16.21,0,1,76,0,0
242.44,25.56,394.19,394.19,394.19,394.19,394.19,80,394.19,15.86,0,1,76,0,0
200.86,25.72,405.92,405.92,405.92,405.92,405.92,80,405.92,15.52,0,1,76,0,0
399.22,25.66,354.87,354.87,354.87,354.87,354.87,80,354.87,15.18,0,1,76,0,0
243.22,25.62,528.57,528.57,528.57,528.57,528.57,80,528.57,14.83,0,1,76,0,0
187.24,25.844,557.77,557.77,557.77,557.77,557.77,80,557.77,14.82,0,1,76,0,0
218.32,25.97,551.09,551.09,551.09,551.09,551.09,80,551.09,14.8,0,1,76,0,0
227.86,26.149,603.76,603.76,603.76,603.76,603.76,80,603.76,14.79,0,1,76,0,0
259.54,26.43,659.45,659.45,659.45,659.45,659.45,80,659.45,14.77,0,1,76,0,0
402.46,26.695,671.81,671.81,671.81,671.81,671.81,80,671.81,14.71,0,1,76,0,0
216.04,26.751,703.81,703.81,703.81,703.81,703.81,80,703.81,14.58,0,1,76,0,0
273.16,27.391,662.75,662.75,662.75,662.75,662.75,80,662.75,14.3,0,1,76,0,0
