0,1,1
0,0.994,1
0,0.988,1
0,0.982,1
0,0.976,1
0,0.97,0
0,0.964,0
0,0.958,0
0,0.952,0
0,0.946,0
0,0.94,0
0,0.934,0
0,0.928,0
0,0.922,0
0,0.916,0
0,0.91,0
0,0.904,0
0,0.898,0
0,0.892,0
0,0.886,0
0,0.88,0
0,0.874,0
0,0.868,0
0,0.862,0
0,0.856,0
0,0.85,0
0,0.844,0
0,0.838,0
0,0.832,0
0,0.826,0
0,0.82,0
0,0.814,0
0,0.808,0
0,0.802,0
0,0.796,0
0,0.79,0
0,0.784,0
0,0.778,0
0,0.772,0
0,0.766,0
0,0.76,0
0,0.754,0
0,0.748,0
0,0.742,1
0,0.736,1
0,0.73,1
0,0.724,1
0,0.718,1
1,0.7,0
1,0.704,0
1,0.708,0
1,0.712,0
1,0.716,0
1,0.72,0
1,0.724,0
1,0.728,0
1,0.732,0
1,0.736,0
1,0.74,0
1,0.744,0
1,0.748,0
1,0.752,0
1,0.756,0
1,0.76,0
1,0.764,0
1,0.768,0
1,0.772,0
1,0.776,0
1,0.78,0
1,0.784,0
1,0.788,0
1,0.792,0
0,0.8,1
0,0.796843,1
0,0.793686,1
0,0.790529,1
0,0.787372,1
0,0.784215,1
0,0.781058,0
0,0.777901,0
0,0.774744,0
0,0.771587,0
0,0.76843,0
0,0.765273,0
0,0.762116,0
0,0.758959,0
0,0.755802,0
0,0.752645,0
0,0.749488,0
0,0.746331,0
0,0.743174,0
0,0.740017,0
0,0.73686,0
0,0.733703,0
0,0.730546,0
0,0.727389,0
0,0.724232,0
0,0.721075,0
0,0.717918,0
0,0.714761,0
0,0.711604,0
0,0.708447,0
0,0.70529,0
0,0.702133,0
0,0.698976,0
0,0.695819,0
0,0.692662,0
0,0.689505,0
0,0.686348,0
0,0.683191,0
0,0.680034,0
0,0.676877,0
0,0.67372,0
0,0.670563,0
0,0.667406,0
0,0.664249,1
0,0.661092,1
0,0.657935,1
0,0.654778,1
0,0.651621,1
1,0.648464,0
1,0.645307,0
1,0.64215,0
1,0.638993,0
1,0.635836,0
1,0.632679,0
1,0.629522,0
1,0.626365,0
1,0.623208,0
1,0.620051,0
1,0.616894,0
1,0.613737,0
1,0.61058,0
1,0.607423,0
1,0.604266,0
1,0.601109,0
1,0.597952,0
1,0.594795,0
1,0.591638,0
1,0.588481,0
1,0.585324,0
1,0.582167,0
1,0.57901,0
1,0.575853,0
1,0.572696,0
1,0.569539,0
1,0.566382,0
1,0.563225,0
1,0.560068,0
1,0.556911,0
1,0.553754,0
1,0.550597,0
1,0.54744,0
1,0.544283,0
1,0.541126,0
1,0.537969,0
1,0.534812,0
1,0.531655,0
1,0.528498,0
1,0.525341,0
1,0.522184,0
1,0.519027,0
1,0.51587,0
1,0.512713,0
1,0.509556,0
1,0.506399,0
1,0.503242,0
1,0.500085,0
1,0.496928,0
1,0.493771,0
1,0.490614,0
1,0.487457,0
1,0.4843,0
1,0.481143,0
1,0.477986,0
1,0.474829,0
1,0.471672,0
1,0.468515,0
1,0.465358,0
1,0.462201,0
1,0.459044,0
1,0.455887,0
1,0.45273,0
1,0.449573,0
1,0.446416,0
1,0.443259,0
1,0.440102,0
1,0.436945,0
1,0.433788,0
1,0.430631,0
1,0.427474,0
1,0.424317,0
1,0.42116,0
1,0.418003,0
1,0.414846,0
1,0.411689,0
1,0.408532,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4,0
1,0.4166,0
1,0.4332,0
1,0.4498,0
1,0.4664,0
1,0.483,0
1,0.4996,0
1,0.5162,0
1,0.5328,0
1,0.5494,0
1,0.566,0
1,0.5826,0
1,0.5992,0
1,0.6158,0
1,0.6324,0
1,0.649,0
1,0.6656,0
1,0.6822,0
1,0.6988,0
1,0.7154,0
1,0.732,0
1,0.7486,0
1,0.7652,0
1,0.7818,0
1,0.7984,0
1,0.815,0
1,0.8316,0
1,0.8482,0
1,0.8648,0
1,0.8814,0
1,0.898,0
1,0.9146,0
1,0.9312,0
1,0.9478,0
1,0.9644,0
1,0.981,0
1,1,0
